name,value
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,7
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,nvstor
CreationClassName_Services,Win32_SystemDriver
Description_Services,nvstor
DesktopInteract_Services,False
DisplayName_Services,nvstor
ErrorControl_Services,Critical
ExitCode_Services,1077
Name_Services,nvstor
PathName_Services,C:\Windows\system32\drivers\nvstor.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,18
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Parallel port driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Parallel port driver
DesktopInteract_Services,False
DisplayName_Services,Parallel port driver
ErrorControl_Services,Ignore
ExitCode_Services,1077
Name_Services,Parport
PathName_Services,C:\Windows\system32\drivers\parport.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Partition driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Partition driver
DesktopInteract_Services,False
DisplayName_Services,Partition driver
ErrorControl_Services,Critical
ExitCode_Services,0
Name_Services,partmgr
PathName_Services,C:\Windows\system32\drivers\partmgr.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,PCI Bus Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,PCI Bus Driver
DesktopInteract_Services,False
DisplayName_Services,PCI Bus Driver
ErrorControl_Services,Critical
ExitCode_Services,0
Name_Services,pci
PathName_Services,C:\Windows\system32\drivers\pci.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,3
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,pciide
CreationClassName_Services,Win32_SystemDriver
Description_Services,pciide
DesktopInteract_Services,False
DisplayName_Services,pciide
ErrorControl_Services,Critical
ExitCode_Services,1077
Name_Services,pciide
PathName_Services,C:\Windows\system32\drivers\pciide.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,8
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,pcmcia
CreationClassName_Services,Win32_SystemDriver
Description_Services,pcmcia
DesktopInteract_Services,False
DisplayName_Services,pcmcia
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,pcmcia
PathName_Services,C:\Windows\system32\drivers\pcmcia.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,3
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Performance Counters for Windows Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Performance Counters for Windows Driver
DesktopInteract_Services,False
DisplayName_Services,Performance Counters for Windows Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,pcw
PathName_Services,C:\Windows\system32\drivers\pcw.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,pdc
CreationClassName_Services,Win32_SystemDriver
Description_Services,pdc
DesktopInteract_Services,False
DisplayName_Services,pdc
ErrorControl_Services,Critical
ExitCode_Services,0
Name_Services,pdc
PathName_Services,C:\Windows\system32\drivers\pdc.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,PEAUTH
CreationClassName_Services,Win32_SystemDriver
Description_Services,PEAUTH
DesktopInteract_Services,False
DisplayName_Services,PEAUTH
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,PEAUTH
PathName_Services,C:\Windows\system32\drivers\peauth.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Auto
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,percsas2i
CreationClassName_Services,Win32_SystemDriver
Description_Services,percsas2i
DesktopInteract_Services,False
DisplayName_Services,percsas2i
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,percsas2i
PathName_Services,C:\Windows\system32\drivers\percsas2i.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,19
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,percsas3i
CreationClassName_Services,Win32_SystemDriver
Description_Services,percsas3i
DesktopInteract_Services,False
DisplayName_Services,percsas3i
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,percsas3i
PathName_Services,C:\Windows\system32\drivers\percsas3i.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,20
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,WAN Miniport (PPTP)
CreationClassName_Services,Win32_SystemDriver
Description_Services,WAN Miniport (PPTP)
DesktopInteract_Services,False
DisplayName_Services,WAN Miniport (PPTP)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,PptpMiniport
PathName_Services,C:\Windows\system32\drivers\raspptp.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Processor Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Processor Driver
DesktopInteract_Services,False
DisplayName_Services,Processor Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,Processor
PathName_Services,C:\Windows\system32\drivers\processr.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,23
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,QoS Packet Scheduler
CreationClassName_Services,Win32_SystemDriver
Description_Services,QoS Packet Scheduler
DesktopInteract_Services,False
DisplayName_Services,QoS Packet Scheduler
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,Psched
PathName_Services,C:\Windows\system32\drivers\pacer.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,System
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,QWAVE driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,QWAVE driver
DesktopInteract_Services,False
DisplayName_Services,QWAVE driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,QWAVEdrv
PathName_Services,C:\Windows\system32\drivers\qwavedrv.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Access Auto Connection Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Remote Access Auto Connection Driver
DesktopInteract_Services,False
DisplayName_Services,Remote Access Auto Connection Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasAcd
PathName_Services,C:\Windows\system32\DRIVERS\rasacd.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,WAN Miniport (IKEv2)
CreationClassName_Services,Win32_SystemDriver
Description_Services,WAN Miniport (IKEv2)
DesktopInteract_Services,False
DisplayName_Services,WAN Miniport (IKEv2)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasAgileVpn
PathName_Services,C:\Windows\system32\drivers\AgileVpn.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,WAN Miniport (L2TP)
CreationClassName_Services,Win32_SystemDriver
Description_Services,WAN Miniport (L2TP)
DesktopInteract_Services,False
DisplayName_Services,WAN Miniport (L2TP)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,Rasl2tp
PathName_Services,C:\Windows\system32\drivers\rasl2tp.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Access PPPOE Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Remote Access PPPOE Driver
DesktopInteract_Services,False
DisplayName_Services,Remote Access PPPOE Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasPppoe
PathName_Services,C:\Windows\system32\DRIVERS\raspppoe.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,WAN Miniport (SSTP)
CreationClassName_Services,Win32_SystemDriver
Description_Services,WAN Miniport (SSTP)
DesktopInteract_Services,False
DisplayName_Services,WAN Miniport (SSTP)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasSstp
PathName_Services,C:\Windows\system32\drivers\rassstp.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Redirected Buffering Sub System
CreationClassName_Services,Win32_SystemDriver
Description_Services,Redirected Buffering Sub System
DesktopInteract_Services,False
DisplayName_Services,Redirected Buffering Sub System
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,rdbss
PathName_Services,C:\Windows\system32\DRIVERS\rdbss.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,File System Driver
Started_Services,True
StartMode_Services,System
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,4
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Remote Desktop Device Redirector Bus Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Remote Desktop Device Redirector Bus Driver
DesktopInteract_Services,False
DisplayName_Services,Remote Desktop Device Redirector Bus Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,rdpbus
PathName_Services,C:\Windows\system32\drivers\rdpbus.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Remote Desktop Device Redirector Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Remote Desktop Device Redirector Driver
DesktopInteract_Services,False
DisplayName_Services,Remote Desktop Device Redirector Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,RDPDR
PathName_Services,C:\Windows\system32\drivers\rdpdr.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Remote Desktop Video Miniport Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Remote Desktop Video Miniport Driver
DesktopInteract_Services,False
DisplayName_Services,Remote Desktop Video Miniport Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,RdpVideoMiniport
PathName_Services,C:\Windows\system32\drivers\rdpvideominiport.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,ReadyBoost
CreationClassName_Services,Win32_SystemDriver
Description_Services,ReadyBoost
DesktopInteract_Services,False
DisplayName_Services,ReadyBoost
ErrorControl_Services,Critical
ExitCode_Services,0
Name_Services,rdyboost
PathName_Services,C:\Windows\system32\drivers\rdyboost.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,ReFSv1
CreationClassName_Services,Win32_SystemDriver
Description_Services,ReFSv1
DesktopInteract_Services,False
DisplayName_Services,ReFSv1
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,ReFSv1
PathName_Services,C:\Windows\system32\drivers\ReFSv1.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,File System Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Device (RFCOMM Protocol TDI)
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Device (RFCOMM Protocol TDI)
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Device (RFCOMM Protocol TDI)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RFCOMM
PathName_Services,C:\Windows\system32\drivers\rfcomm.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,8
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,îùéá ìâéìåé èåôåìåâééú ùëáú ÷éùåø
CreationClassName_Services,Win32_SystemDriver
Description_Services,îùéá ìâéìåé èåôåìåâééú ùëáú ÷éùåø
DesktopInteract_Services,False
DisplayName_Services,îùéá ìâéìåé èåôåìåâééú ùëáú ÷éùåø
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,rspndr
PathName_Services,C:\Windows\system32\drivers\rspndr.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Auto
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Realtek RT640 NT Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Realtek RT640 NT Driver
DesktopInteract_Services,False
DisplayName_Services,Realtek RT640 NT Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,rt640x64
PathName_Services,C:\Windows\system32\drivers\rt640x64.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,14
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,EasyCamera
CreationClassName_Services,Win32_SystemDriver
Description_Services,EasyCamera
DesktopInteract_Services,False
DisplayName_Services,EasyCamera
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,rtsuvc
PathName_Services,C:\Windows\system32\DRIVERS\rtsuvc.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,s3cap
CreationClassName_Services,Win32_SystemDriver
Description_Services,s3cap
DesktopInteract_Services,False
DisplayName_Services,s3cap
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,s3cap
PathName_Services,C:\Windows\system32\drivers\vms3cap.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,SBP-2 Transport/Protocol Bus Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,SBP-2 Transport/Protocol Bus Driver
DesktopInteract_Services,False
DisplayName_Services,SBP-2 Transport/Protocol Bus Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,sbp2port
PathName_Services,C:\Windows\system32\drivers\sbp2port.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Smart card PnP Class Filter Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Smart card PnP Class Filter Driver
DesktopInteract_Services,False
DisplayName_Services,Smart card PnP Class Filter Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,scfilter
PathName_Services,C:\Windows\system32\DRIVERS\scfilter.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Microsoft Storage Class Memory Bus Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Microsoft Storage Class Memory Bus Driver
DesktopInteract_Services,False
DisplayName_Services,Microsoft Storage Class Memory Bus Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,scmbus
PathName_Services,C:\Windows\system32\drivers\scmbus.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Microsoft NVDIMM-N disk driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Microsoft NVDIMM-N disk driver
DesktopInteract_Services,False
DisplayName_Services,Microsoft NVDIMM-N disk driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,scmdisk0101
PathName_Services,C:\Windows\system32\drivers\scmdisk0101.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,sdbus
CreationClassName_Services,Win32_SystemDriver
Description_Services,sdbus
DesktopInteract_Services,False
DisplayName_Services,sdbus
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,sdbus
PathName_Services,C:\Windows\system32\drivers\sdbus.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,12
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,SD Storage Port Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,SD Storage Port Driver
DesktopInteract_Services,False
DisplayName_Services,SD Storage Port Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,sdstor
PathName_Services,C:\Windows\system32\drivers\sdstor.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,UMDF Reflector service for SensorsSimulatorDriver
CreationClassName_Services,Win32_SystemDriver
Description_Services,UMDF Reflector service for SensorsSimulatorDriver
DesktopInteract_Services,False
DisplayName_Services,UMDF Reflector service for SensorsSimulatorDriver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,SensorsSimulatorDriver
PathName_Services,C:\Windows\system32\drivers\WUDFRd.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,\Driver\WudfRd
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,21
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Serial UART Support Library
CreationClassName_Services,Win32_SystemDriver
Description_Services,Serial UART Support Library
DesktopInteract_Services,False
DisplayName_Services,Serial UART Support Library
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,SerCx
PathName_Services,C:\Windows\system32\drivers\SerCx.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Serial UART Support Library
CreationClassName_Services,Win32_SystemDriver
Description_Services,Serial UART Support Library
DesktopInteract_Services,False
DisplayName_Services,Serial UART Support Library
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,SerCx2
PathName_Services,C:\Windows\system32\drivers\SerCx2.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Serenum Filter Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Serenum Filter Driver
DesktopInteract_Services,False
DisplayName_Services,Serenum Filter Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,Serenum
PathName_Services,C:\Windows\system32\drivers\serenum.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,5
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Serial port driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Serial port driver
DesktopInteract_Services,False
DisplayName_Services,Serial port driver
ErrorControl_Services,Ignore
ExitCode_Services,1077
Name_Services,Serial
PathName_Services,C:\Windows\system32\drivers\serial.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,20
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Serial Mouse Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Serial Mouse Driver
DesktopInteract_Services,False
DisplayName_Services,Serial Mouse Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,sermouse
PathName_Services,C:\Windows\system32\drivers\sermouse.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,High-Capacity Floppy Disk Drive
CreationClassName_Services,Win32_SystemDriver
Description_Services,High-Capacity Floppy Disk Drive
DesktopInteract_Services,False
DisplayName_Services,High-Capacity Floppy Disk Drive
ErrorControl_Services,Normal
